Time (s), Acceleration x (m/s^2), Acceleration y (m/s^2), Acceleration z (m/s^2), Angular velocity p (rad/s), Angular velocity q (rad/s), Angular velocity r (rad/s), Magnetic field x (muT), Magnetic field y (muT), Magnetic field z (muT), Roll angle phi (deg), Pitch angle theta (deg), Yaw angle psi (deg), GPS Latitude (DDMM.MMMM), GPS Longiude (DDMM.MMMM), GPS Altitude (cm), GPS Speed (knots), GPS Heading (deg), GPS Number of Satellites
24.169, 0.1177, 1.5691, 11.3365, -0.1622, -0.1295, -0.0360, -15.4545, -15.4545, -19.0816, 10.5064, -0.4097, 152.1310, 4216.4785, 7148.4185, 183.70, 0.41, 47.06, 3
24.189, 0.1569, 2.0398, 10.2774, -0.3622, 0.1141, 0.1290, -15.0000, -16.5455, -18.6735, 9.2895, -0.0000, 145.9802, 4216.4785, 7148.4185, 183.70, 0.41, 47.06, 3
24.209, -0.3530, 1.5298, 10.7481, -0.4119, 0.3105, 0.2647, -15.0000, -16.5455, -18.6735, 4.3987, 4.9552, 143.0397, 4216.4785, 7148.4185, 183.70, 0.41, 47.06, 3
24.235, -2.1182, -0.3138, 12.5525, -0.1944, 0.5263, 0.3885, -15.0000, -16.5455, -18.6735, -1.4321, 9.5755, 139.9364, 4216.4785, 7148.4185, 183.70, 0.41, 47.06, 3
24.254, -1.9613, -1.0199, 11.9249, 0.1211, 0.1839, -0.0034, -14.9091, -17.4545, -19.1837, -4.8884, 9.3066, 135.0907, 4216.4785, 7148.4185, 183.70, 0.41, 47.06, 3
24.274, -0.3530, 0.1569, 10.3166, 0.2404, -0.0948, -0.4368, -14.9091, -17.4545, -19.1837, 0.8714, 1.9597, 133.8520, 4216.4785, 7148.4185, 183.70, 0.41, 47.06, 3
24.300, 1.0199, 1.4514, 9.1398, 0.1582, -0.0199, -0.4336, -14.9091, -17.4545, -19.1837, 9.0715, -7.5630, 131.0294, 4216.4785, 7148.4185, 183.70, 0.41, 47.06, 3
24.320, 1.0983, 1.2553, 9.8067, 0.0852, 0.2760, -0.0793, -15.0000, -19.5455, -19.0816, 4.2208, -2.5286, 128.5767, 4216.4785, 7148.4185, 183.70, 0.41, 47.06, 3
24.340, -0.0392, 0.3530, 11.1011, 0.0884, 0.2757, 0.0954, -15.0000, -19.5455, -19.0816, 0.5947, 1.3874, 129.7361, 4216.4785, 7148.4185, 183.70, 0.41, 47.06, 3
24.366, -0.2354, 0.4315, 10.7481, 0.1568, -0.0368, -0.0296, -15.0000, -19.5455, -19.0816, 2.2990, 1.2534, 131.3587, 4216.4785, 7148.4185, 183.70, 0.41, 47.06, 3
24.385, 0.4315, 0.9414, 9.8459, 0.1814, -0.2289, -0.1286, -15.3636, -20.8182, -18.4694, 5.4619, -2.4980, 128.6621, 4216.4785, 7148.4185, 183.70, 0.41, 47.06, 3
24.406, 0.6276, 1.2160, 9.1790, 0.0620, -0.1219, -0.0115, -15.3636, -20.8182, -18.4694, 7.5465, -3.8778, 129.2046, 4216.4785, 7148.4185, 183.70, 0.41, 47.06, 3
24.434, -0.1177, 0.5099, 10.2381, -0.1439, 0.1826, 0.3117, -15.3636, -20.8182, -18.4694, 2.8515, 0.6577, 129.8308, 4216.4785, 7148.4185, 183.70, 0.41, 47.06, 3
24.454, -0.9414, -0.1177, 10.4735, -0.1613, 0.1550, 0.3262, -16.6364, -21.3636, -18.9796, -0.6437, 5.1361, 132.3924, 4216.4785, 7148.4185, 183.70, 0.41, 47.06, 3
24.475, -0.9414, 0.1177, 9.9636, -0.1578, 0.0089, 0.1629, -16.6364, -21.3636, -18.9796, 0.6767, 5.3974, 133.8020, 4216.4785, 7148.4185, 183.70, 0.41, 47.06, 3
24.501, -0.0785, 0.6276, 8.9829, -0.2106, 0.0513, -0.0570, -16.6364, -21.3636, -18.9796, 3.9794, -2.2355, 129.0510, 4216.4785, 7148.4185, 183.70, 0.41, 47.06, 3
24.521, 0.4707, 0.7845, 9.4928, -0.2735, 0.2292, 0.0006, -17.4545, -22.1818, -19.6939, 4.4892, -3.5360, 128.2020, 4216.4785, 7148.4185, 183.70, 0.41, 47.06, 3
24.542, 0.5884, 0.5884, 10.3166, -0.3027, 0.2760, 0.1191, -17.4545, -22.1818, -19.6939, 3.2643, -3.2590, 127.2976, 4216.4785, 7148.4185, 183.70, 0.46, 61.96, 3
24.562, -0.3923, 0.6276, 10.5912, -0.2500, 0.0828, 0.1933, -17.4545, -22.1818, -19.6939, 3.3913, 2.1174, 133.6904, 4216.4785, 7148.4185, 183.70, 0.46, 61.96, 3
24.588, -1.1376, 0.7061, 9.9243, -0.1764, -0.0638, 0.1987, -17.4545, -22.0909, -19.6939, 3.6914, 8.6936, 141.2100, 4216.4785, 7148.4185, 183.70, 0.46, 61.96, 3
24.607, -1.3729, 0.5492, 10.2381, -0.0426, 0.0641, 0.1500, -18.4545, -22.0909, -20.4082, 3.7614, 8.4449, 141.1161, 4216.4785, 7148.4185, 183.70, 0.46, 61.96, 3
24.628, -1.4122, 0.9414, 11.8857, 0.1327, 0.0806, 0.0600, -18.4545, -22.0909, -20.4082, 4.4128, 5.3116, 139.4978, 4216.4785, 7148.4185, 183.70, 0.46, 61.96, 3
24.653, -0.4315, 0.9414, 11.8072, 0.2239, -0.0951, 0.0516, -18.4545, -22.0909, -20.4082, 4.5588, 2.0863, 138.8277, 4216.4785, 7148.4185, 183.70, 0.46, 61.96, 3
24.673, -0.2354, 0.9022, 10.9050, 0.1695, -0.1329, 0.1394, -19.8182, -22.0909, -20.9184, 4.7295, 1.2322, 138.2208, 4216.4785, 7148.4185, 183.70, 0.46, 61.96, 3
24.693, -0.1177, 0.9414, 10.2774, -0.0003, 0.0635, 0.2382, -19.8182, -22.0909, -20.9184, 5.2339, 0.6533, 138.2660, 4216.4785, 7148.4185, 183.70, 0.46, 61.96, 3
24.719, -0.5492, -0.3138, 11.0619, 0.0072, 0.3335, 0.3374, -19.8182, -22.0909, -20.9184, -3.9259, 3.3586, 131.7490, 4216.4785, 7148.4185, 183.70, 0.46, 61.96, 3
24.738, -0.6669, -0.8238, 12.2779, 0.1750, 0.2683, 0.1791, -21.0000, -22.0909, -22.0408, -0.9517, 2.6626, 135.2303, 4216.4785, 7148.4185, 183.70, 0.46, 61.96, 3
24.759, -0.0392, 0.5884, 10.9442, 0.1842, -0.1535, -0.1432, -21.0000, -22.0909, -22.0408, 7.7652, -2.5787, 140.3490, 4216.4785, 7148.4185, 183.70, 0.46, 61.96, 3
24.784, 0.5099, 1.8437, 10.1597, 0.1177, -0.0591, 0.0049, -21.0000, -22.0909, -22.0408, 10.2854, -2.8273, 144.2701, 4216.4785, 7148.4185, 183.70, 0.46, 61.96, 3
24.804, -0.0392, 1.4514, 10.7873, 0.0921, 0.0805, 0.2795, -22.4545, -22.4545, -21.8367, 7.6629, 0.2065, 144.2764, 4216.4785, 7148.4185, 183.70, 0.46, 61.96, 3
24.824, -0.2354, 0.9414, 10.6696, -0.0247, 0.2182, 0.3566, -22.4545, -22.4545, -21.8367, 5.0425, 1.2588, 141.7276, 4216.4785, 7148.4185, 183.70, 0.46, 61.96, 3
24.850, -0.5884, 0.5492, 10.2774, -0.0673, 0.2350, 0.4047, -22.4545, -22.4545, -21.8367, 2.6026, 3.4647, 140.7354, 4216.4785, 7148.4185, 183.70, 0.46, 61.96, 3
24.869, -0.7061, 0.3138, 10.2381, -0.0324, 0.1901, 0.3100, -23.7273, -21.5455, -23.5714, 0.8917, 4.6708, 142.7745, 4216.4785, 7148.4185, 183.70, 0.46, 61.96, 3
24.890, -0.6276, 0.2354, 9.8067, 0.0391, 0.0776, 0.1136, -23.7273, -21.5455, -23.5714, 1.6168, 0.9237, 140.4706, 4216.4785, 7148.4185, 183.70, 0.46, 61.96, 3
24.915, 0.1177, 0.5099, 9.4928, 0.0666, 0.0660, -0.0081, -23.7273, -21.5455, -23.5714, 4.4892, -1.6518, 141.6044, 4216.4785, 7148.4185, 183.70, 0.46, 61.96, 3
24.935, 0.3138, 0.8238, 9.5713, -0.0073, 0.1107, -0.0082, -24.8182, -21.0909, -24.2857, 5.2986, -1.1501, 145.4468, 4216.4785, 7148.4185, 183.70, 0.46, 61.96, 3
24.955, 0.2354, 0.8238, 9.7282, -0.0733, 0.1261, 0.0017, -24.8182, -21.0909, -24.2857, 4.5378, -1.5862, 143.9084, 4216.4785, 7148.4185, 183.70, 0.46, 61.96, 3
24.975, 0.1569, 0.7845, 9.8067, -0.0744, 0.0492, -0.0559, -24.8182, -21.0909, -24.2857, 3.7983, -0.7116, 143.7145, 4216.4785, 7148.4185, 183.70, 0.46, 61.96, 3
25.004, 0.2746, 0.3530, 9.2183, -0.0777, 0.0005, -0.1258, -25.5455, -20.6364, -24.7959, 2.1932, -1.7049, 142.1340, 4216.4785, 7148.4185, 183.70, 0.46, 61.96, 3
25.023, 0.2746, 0.3530, 9.9243, -0.0498, 0.0168, -0.1507, -25.5455, -20.6364, -24.7959, 2.0373, -1.5839, 142.0503, 4216.4785, 7148.4185, 183.70, 0.46, 61.96, 3
25.042, -0.1961, 0.8630, 10.5912, -0.0596, -0.0331, -0.1573, -25.5455, -20.6364, -24.7959, 4.6583, 1.0574, 148.0422, 4216.4785, 7148.4185, 183.70, 0.46, 61.96, 3
25.082, -1.8044, 1.1768, 11.6895, 0.0719, -0.1889, -0.2330, -26.2727, -19.9091, -25.2041, 5.7487, 8.7316, 155.7163, 4216.4785, 7148.4185, 183.70, 0.46, 61.96, 3
25.208, -1.6083, -0.4315, 12.4348, 0.1909, 0.0127, -0.0951, -26.8182, -18.5455, -26.4286, -0.1989, 5.7500, 149.5370, 4216.4785, 7148.4185, 183.70, 0.46, 61.96, 3
25.332, -0.3923, 0.1961, 9.7674, -0.0194, 0.1057, 0.0466, -27.5455, -18.7273, -25.7143, 1.1504, 2.2993, 149.0883, 4216.4785, 7148.4185, 183.70, 0.46, 61.96, 3
25.571, -0.9022, 1.0983, 11.1011, 0.1179, 0.1347, 0.0281, -28.7273, -14.6364, -27.3469, 5.6505, 4.6239, 164.1671, 4216.4785, 7148.4180, 183.70, 0.34, 102.17, 3
25.656, 1.2553, 2.4320, 9.4144, -0.0828, 0.1660, -0.0284, -28.6364, -14.0909, -27.1429, 11.2669, -7.8524, 173.3258, 4216.4785, 7148.4180, 183.70, 0.34, 102.17, 3
25.676, 0.7845, 1.4906, 11.2580, 0.1092, 0.3850, 0.3173, -28.6364, -14.0909, -27.1429, 4.4270, -1.1055, 160.4613, 4216.4785, 7148.4180, 183.70, 0.34, 102.17, 3
25.703, -0.7453, 0.4315, 12.8663, 0.2666, 0.0672, 0.3746, -28.9091, -13.1818, -27.3469, 2.5208, 3.7746, 161.5077, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
25.723, -0.9022, 1.0983, 11.6503, 0.2524, -0.3395, 0.2567, -28.9091, -13.1818, -27.3469, 8.0429, 5.5326, 170.4359, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
25.743, -1.3337, 1.5298, 10.1597, 0.0851, -0.3079, 0.2743, -28.9091, -13.1818, -27.3469, 9.5366, 8.5251, 172.7945, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
25.768, -1.6083, 0.6276, 10.0028, -0.1014, 0.1410, 0.3662, -30.0000, -12.0000, -26.3265, 3.5903, 9.1165, 166.5591, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
25.788, -1.2945, 0.3138, 11.0619, -0.0825, 0.4690, 0.3482, -30.0000, -12.0000, -26.3265, 1.6250, 6.6718, 163.4665, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
25.808, -0.6669, 0.5492, 10.5912, -0.0331, 0.3488, 0.1631, -30.0000, -12.0000, -26.3265, 2.9682, 3.5979, 164.2851, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
25.828, -0.2354, 1.1768, 9.8459, -0.0179, 0.1469, 0.0134, -29.6364, -10.5455, -26.8367, 6.8158, -0.4533, 172.1583, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
25.853, 0.6276, 1.5691, 9.0221, -0.0669, 0.1717, 0.0270, -29.6364, -10.5455, -26.8367, 10.4125, -5.5217, 179.7121, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
25.874, 0.7453, 1.4122, 9.3752, -0.1892, 0.3247, 0.1446, -29.6364, -10.5455, -26.8367, 5.5055, -3.8877, 168.7611, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
25.893, 0.5492, 0.6669, 9.7282, -0.1759, 0.2917, 0.2277, -29.5455, -9.5455, -27.2449, 3.6044, -2.6995, 167.4194, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
25.919, 0.5492, 0.9022, 9.3359, -0.0761, -0.0866, 0.1411, -29.5455, -9.5455, -27.2449, 5.5198, -3.3509, 171.1766, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
25.938, 0.2354, 1.0591, 9.0613, -0.0817, -0.1396, 0.1345, -29.5455, -9.5455, -27.2449, 6.6667, -1.4778, 173.8539, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
25.959, -0.1569, 0.6276, 9.4928, -0.0956, -0.0522, 0.1520, -30.0909, -8.2727, -27.2449, 3.7826, 0.9449, 171.4133, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
25.985, -0.3923, 0.2354, 10.6304, -0.0718, 0.0324, 0.0783, -30.0909, -8.2727, -27.2449, 1.0341, 2.6866, 167.3500, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
26.004, -0.5884, 0.1569, 11.1404, -0.1089, -0.0376, -0.0024, -30.0909, -8.2727, -27.2449, 1.6079, 3.8126, 168.5608, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
26.024, -0.8238, 0.5492, 10.7873, -0.1361, -0.0751, -0.0449, -30.3636, -7.0909, -27.1429, 3.4166, 4.2603, 173.3769, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
26.052, -0.9414, 0.7061, 10.6304, -0.1049, -0.0596, -0.1578, -30.3636, -7.0909, -27.1429, 4.1900, 5.0107, 174.5975, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
26.072, -0.5099, 0.6669, 11.0227, -0.0170, -0.0073, -0.2705, -30.3636, -7.0909, -27.1429, 3.5119, 2.6820, 173.3454, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
26.092, 0.2354, 0.8238, 11.1011, 0.0428, -0.0382, -0.3746, -30.4545, -7.0000, -27.0408, 4.4310, -1.2645, 174.6555, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
26.118, 0.9022, 1.8044, 10.3558, -0.0179, -0.0029, -0.3407, -30.4545, -7.0000, -27.0408, 9.8841, -4.9056, -173.7075, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
26.137, 0.3530, 1.6867, 10.5912, -0.1486, 0.2295, -0.1333, -30.4545, -7.0000, -27.0408, 9.0489, -1.6760, -176.5071, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
26.158, -0.1961, 0.5099, 11.6503, -0.1756, 0.4546, 0.0808, -30.4545, -7.0000, -27.0408, 2.5063, 3.0807, 173.1723, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
26.183, -1.0591, 0.2746, 11.2188, -0.0406, 0.3525, -0.0037, -29.8182, -6.2727, -27.6531, 2.8830, 3.0846, 173.7875, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
26.203, -0.1961, 0.7845, 9.7674, 0.1165, 0.0941, -0.2718, -29.8182, -6.2727, -27.6531, 6.3402, 0.2343, 179.7696, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
26.222, 0.1961, 1.2553, 9.8851, 0.2650, 0.0635, -0.3270, -29.8182, -6.2727, -27.6531, 7.7075, -0.8537, -177.4671, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
26.243, 0.0785, 1.3337, 10.9442, 0.3746, 0.1242, -0.1959, -29.7273, -6.0909, -27.8571, 6.7562, -0.0000, -178.9880, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
26.268, -0.5099, 0.6276, 11.3365, 0.3684, 0.0823, -0.0058, -29.7273, -6.0909, -27.8571, 3.1688, 2.5716, 174.5470, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
26.288, -0.7845, 0.1177, 10.9834, 0.2781, 0.0455, 0.1199, -29.7273, -6.0909, -27.8571, 0.6139, 4.0854, 170.6596, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
26.307, -0.1961, 0.1961, 10.2381, 0.0948, 0.1210, 0.0921, -30.0000, -6.0909, -27.8571, 1.0975, 1.0973, 170.7954, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
26.352, 0.0785, 0.4315, 10.1205, -0.2543, 0.2653, 0.0982, -30.0000, -6.0909, -27.8571, 1.3069, 0.6534, 171.0487, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
26.373, -0.4315, 0.0392, 10.1597, -0.1394, 0.0919, 0.1122, -29.3636, -4.5455, -27.9592, 0.0000, 2.7875, 171.9185, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
26.392, -0.5099, 0.1961, 9.8459, -0.0163, -0.1174, 0.0102, -29.3636, -4.5455, -27.9592, 1.9012, 3.5596, 175.1971, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
26.418, -0.3138, 0.6276, 9.0221, -0.0319, -0.0954, -0.1257, -29.3636, -4.5455, -27.9592, 3.9794, 1.9873, 178.6802, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
26.438, -0.3138, 0.5099, 9.6890, -0.0538, 0.0255, -0.1264, -29.7273, -4.2727, -28.1633, 3.0128, 1.8525, 177.5394, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
26.458, 0.0000, 0.4315, 10.3558, -0.0706, 0.1585, -0.1222, -29.7273, -4.2727, -28.1633, 2.3859, -0.0000, 176.3018, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
26.483, -0.0392, 0.7453, 9.9243, -0.1173, 0.0223, -0.0802, -29.7273, -4.2727, -28.1633, 5.1732, 1.6433, -178.6249, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
26.503, -0.5492, 0.9022, 9.6105, -0.0785, -0.0359, -0.0319, -29.9091, -3.3636, -28.0612, 5.1732, 4.2192, -177.4591, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
26.523, -1.1768, 0.7845, 9.9243, -0.0133, -0.0029, -0.0151, -29.9091, -3.3636, -28.0612, 4.4972, 7.0243, -178.8416, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
26.549, -1.1376, 0.5492, 11.1796, 0.2335, 0.0983, -0.0965, -29.9091, -3.3636, -28.0612, 2.8123, 5.8031, 178.7572, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
26.568, -0.3138, 0.7061, 11.2188, 0.2758, 0.0660, -0.1895, -29.9091, -3.2727, -28.0612, 3.6013, 1.5991, -179.6193, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
26.589, 0.3923, 1.9221, 10.8265, 0.2321, 0.0521, -0.1921, -29.8182, -3.2727, -28.0612, 10.0672, -2.0431, -166.3776, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
26.608, 0.5492, 1.7652, 10.8265, 0.1859, 0.1035, 0.0560, -29.8182, -3.2727, -28.0612, 9.2602, -2.8660, -167.4382, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
26.636, -0.5099, 0.3923, 12.1210, 0.1619, 0.2625, 0.2726, -29.8182, -3.2727, -28.0612, 0.1854, 5.1777, 175.7531, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
26.656, -1.4122, -0.0785, 11.8072, 0.1185, 0.1726, 0.1698, -29.4545, -2.7273, -28.5714, 1.6023, 7.5655, 178.0370, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
26.676, -1.1768, 0.8238, 10.8265, 0.0918, 0.0593, -0.0686, -29.4545, -2.7273, -28.5714, 7.0197, 5.2896, -173.5170, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
26.701, -0.5884, 1.8829, 10.8658, 0.1480, 0.1100, -0.1339, -29.4545, -2.7273, -28.5714, 9.6936, 1.6075, -167.6996, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
26.722, -0.4315, 1.9613, 11.1796, 0.1686, 0.1849, -0.0380, -29.4545, -2.7273, -28.5714, 8.9418, 2.1759, -169.2554, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
26.741, -0.7061, 1.5298, 10.8265, 0.1000, 0.2379, 0.1281, -29.4545, -2.7273, -28.5714, 6.2484, 4.7699, -174.5860, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
26.767, -0.8630, 0.7061, 10.7481, 0.0073, 0.3483, 0.2327, -29.4545, -2.7273, -28.5714, 3.7586, 4.5807, -178.5419, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
26.786, -0.2746, 0.9414, 10.5127, -0.0922, 0.4105, 0.1620, -28.7273, -1.3636, -29.5918, 5.1173, 1.4902, -172.7494, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
26.807, 0.5884, 1.3729, 10.0812, -0.1895, 0.3725, 0.0661, -28.7273, -1.3636, -29.5918, 7.7552, -3.3098, -164.8899, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
26.832, 0.3923, 1.3337, 10.0028, -0.1776, 0.1352, 0.1816, -28.7273, -1.3636, -29.5918, 5.7546, 0.6628, -171.2310, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
26.852, -0.6669, 0.7061, 10.0420, -0.1162, 0.0342, 0.1877, -28.0909, 0.0000, -30.4082, 3.6766, 4.8109, -173.5421, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
26.872, -0.8238, 0.5099, 9.7282, -0.0334, -0.0817, 0.1173, -28.0909, 0.0000, -30.4082, 4.4892, 4.0060, -171.8846, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
26.898, -0.0392, 0.9807, 9.4928, -0.0935, 0.0391, -0.0443, -28.0909, 0.0000, -30.4082, 5.8981, 0.2355, -167.6185, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
26.917, 0.1177, 0.6276, 10.0812, -0.1709, 0.1016, -0.0104, -28.2727, 1.0000, -30.6122, 3.5625, -0.6675, -170.0855, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
26.937, -0.4315, 0.6669, 10.3166, -0.1717, 0.0556, -0.0139, -28.2727, 1.0000, -30.6122, 3.6984, 2.3900, -171.0200, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
26.957, -0.8238, 0.6669, 9.9243, -0.1562, -0.1266, -0.0486, -28.2727, 1.0000, -30.6122, 3.8441, 4.7343, -171.5359, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
26.983, -1.1768, 0.4315, 10.1989, 0.0367, -0.1868, -0.2133, -28.7273, 1.3636, -30.8163, 2.7771, 6.5905, -173.2833, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
27.002, -0.9414, 0.5884, 10.5127, 0.1191, -0.1982, -0.3642, -28.7273, 1.3636, -30.8163, 4.2999, 3.2185, -169.6760, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
27.023, -0.2354, 0.9022, 10.3951, 0.0826, -0.1417, -0.3818, -28.7273, 1.3636, -30.8163, 4.2521, 1.4865, -169.0478, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
27.048, -0.6669, 0.8630, 11.6503, 0.0903, -0.0174, -0.2868, -29.0909, 1.5455, -31.2245, 4.2364, 3.2671, -169.5254, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
27.068, -0.2746, 2.0398, 11.2188, -0.0344, 0.0086, -0.2660, -29.0909, 1.5455, -31.2245, 10.3048, 1.3795, -157.8167, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
27.088, -0.6276, 1.5298, 11.1796, -0.1078, 0.1565, -0.0356, -29.0909, 1.5455, -31.2245, 7.7921, 3.1836, -163.3130, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
27.114, -1.8044, 0.1569, 12.1995, -0.0156, 0.2523, 0.0866, -29.0909, 1.5455, -31.2245, 0.0000, 8.8695, -176.7068, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
27.133, -1.5691, 0.3923, 11.6111, 0.0724, 0.0541, -0.1576, -28.9091, 2.1818, -31.6327, 4.7465, 5.3440, -168.2900, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
27.153, -0.3138, 1.3337, 10.5127, 0.1353, -0.0487, -0.2900, -28.9091, 2.1818, -31.6327, 9.1888, -0.2079, -156.9922, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
27.182, -0.1177, 1.5691, 11.0619, 0.1830, 0.0564, 0.0695, -28.9091, 2.1818, -31.6327, 5.4308, 3.0098, -165.8079, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
27.201, -0.9022, 0.6276, 11.5326, 0.1460, 0.0922, 0.1727, -29.2727, 2.3636, -31.9388, 1.1771, 7.0269, -174.3966, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
27.220, -1.5298, -0.0392, 11.1796, 0.0596, 0.0872, 0.2118, -29.2727, 2.3636, -31.9388, 0.0000, 7.3058, -176.3339, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
27.246, -0.4315, 0.9022, 10.0420, -0.1330, 0.1303, -0.0406, -29.2727, 2.3636, -31.9388, 5.1339, 2.4506, -166.0457, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
27.266, 0.3530, 1.1768, 9.8851, -0.1972, 0.1863, -0.0457, -29.1818, 3.0909, -32.3469, 6.7890, -2.0311, -158.1454, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
27.286, 0.0392, 0.9414, 10.2774, -0.2685, 0.2355, 0.0991, -29.1818, 3.0909, -32.3469, 5.2339, -0.2178, -162.7882, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
27.305, -0.5099, 0.6669, 10.2381, -0.1866, 0.0764, 0.2166, -29.1818, 3.0909, -32.3469, 3.7266, 2.8454, -167.4685, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
27.331, -0.7061, 0.7453, 9.8851, -0.1104, -0.1237, 0.2065, -29.3636, 4.6364, -33.2653, 5.3199, 4.6094, -163.0243, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
27.352, -0.5492, 1.0983, 9.1790, -0.1518, -0.0231, 0.1845, -29.3636, 4.6364, -33.2653, 6.9410, 0.4946, -157.2499, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
27.371, -0.0785, 1.0591, 8.9437, -0.2650, 0.0935, 0.2137, -29.3636, 4.6364, -33.2653, 6.8615, -0.4721, -156.5241, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
27.397, 0.0392, 0.8238, 9.5321, -0.4052, 0.2648, 0.3383, -29.5455, 6.2727, -33.4694, 4.9392, -0.2349, -157.7285, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
27.417, -0.0785, 0.9022, 9.3752, -0.3331, 0.1216, 0.3534, -29.5455, 6.2727, -33.4694, 5.4969, 0.4772, -157.2982, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
27.437, -0.6276, 1.1768, 9.2183, -0.1649, 0.0061, 0.3633, -29.5455, 6.2727, -33.4694, 7.2750, 3.8637, -157.0085, 4216.4785, 7148.4180, 183.70, 0.23, 92.65, 3
